EEG,t_EEG
-8.331553,1338.73
-0.1831111,1338.74
6.500443,1338.75
6.95822,1338.76
10.62044,1338.77
5.584887,1338.78
7.873775,1338.79
5.676443,1338.8
7.141331,1338.81
9.704886,1338.82
-4.486221,1338.83
-5.310221,1338.84
-1.556444,1338.85
0.8239998,1338.86
3.936888,1338.87
-7.415998,1338.88
-15.656,1338.89
-20.69155,1338.9
-20.59999,1338.91
1.190222,1338.92
12.54311,1338.93
21.33244,1338.94
34.33332,1338.95
30.39643,1338.96
32.04443,1338.97
36.62221,1338.98
45.68621,1338.99
48.98221,1339
37.17154,1339.01
29.93866,1339.02
18.03644,1339.03
16.29688,1339.04
18.76888,1339.05
19.77599,1339.06
27.3751,1339.07
25.54399,1339.08
26.91733,1339.09
33.78399,1339.1
33.41777,1339.11
12.63466,1339.12
-13.73333,1339.13
-30.03021,1339.14
-42.11554,1339.15
-41.19999,1339.16
-31.40355,1339.17
-19.31822,1339.18
-4.943998,1339.19
11.81066,1339.2
29.20621,1339.21
31.40355,1339.22
23.43822,1339.23
15.56444,1339.24
-6.95822,1339.25
-20.50844,1339.26
-25.54399,1339.27
-27.00888,1339.28
-3.662221,1339.29
16.48,1339.3
36.98843,1339.31
49.34843,1339.32
36.62221,1339.33
29.75555,1339.34
11.90222,1339.35
-18.12799,1339.36
-31.95288,1339.37
-45.04532,1339.38
-49.25687,1339.39
-46.78487,1339.4
-47.60888,1339.41
-39.46043,1339.42
-38.0871,1339.43
-31.58666,1339.44
-18.03644,1339.45
-9.063997,1339.46
-3.845332,1339.47
-4.30311,1339.48
-0.8239998,1339.49
1.556444,1339.5
4.669332,1339.51
3.662221,1339.52
6.95822,1339.53
9.063997,1339.54
6.500443,1339.55
20.41688,1339.56
28.83999,1339.57
40.92532,1339.58
54.01776,1339.59
56.85598,1339.6
71.04709,1339.61
82.21687,1339.62
77.36442,1339.63
62.07465,1339.64
52.0951,1339.65
49.89776,1339.66
52.27821,1339.67
62.9902,1339.68
71.96265,1339.69
76.35731,1339.7
75.80798,1339.71
71.04709,1339.72
65.27909,1339.73
56.2151,1339.74
52.36976,1339.75
43.12265,1339.76
30.76266,1339.77
23.80444,1339.78
23.07199,1339.79
34.05865,1339.8
41.29154,1339.81
47.60888,1339.82
52.00354,1339.83
47.79198,1339.84
40.65065,1339.85
37.72088,1339.86
42.02399,1339.87
55.48265,1339.88
67.29331,1339.89
58.68709,1339.9
40.46754,1339.91
19.77599,1339.92
1.190222,1339.93
0.09155553,1339.94
16.11377,1339.95
28.65688,1339.96
31.4951,1339.97
24.53688,1339.98
7.873775,1339.99
3.295999,1340
10.98666,1340.01
13.27555,1340.02
12.81777,1340.03
15.28977,1340.04
-1.007111,1340.05
-18.86044,1340.06
-19.40977,1340.07
-16.02222,1340.08
-8.78933,1340.09
-0.9155553,1340.1
4.211555,1340.11
0.9155553,1340.12
-1.922666,1340.13
-3.47911,1340.14
-9.521775,1340.15
-11.07822,1340.16
-18.49422,1340.17
-23.80444,1340.18
-17.02933,1340.19
-18.86044,1340.2
-20.23377,1340.21
-22.88888,1340.22
-24.0791,1340.23
-18.58577,1340.24
-6.95822,1340.25
7.415998,1340.26
9.155553,1340.27
9.613331,1340.28
6.500443,1340.29
3.936888,1340.3
-2.197333,1340.31
-4.669332,1340.32
-1.556444,1340.33
-10.80355,1340.34
-16.20533,1340.35
-14.92355,1340.36
-14.64888,1340.37
-12.54311,1340.38
-13.45866,1340.39
-18.76888,1340.4
-16.84622,1340.41
-18.76888,1340.42
-19.31822,1340.43
-6.775109,1340.44
1.281777,1340.45
7.78222,1340.46
16.20533,1340.47
17.57866,1340.48
15.01511,1340.49
11.16977,1340.5
7.141331,1340.51
9.063997,1340.52
3.204443,1340.53
-4.30311,1340.54
0.9155553,1340.55
5.12711,1340.56
4.119999,1340.57
0.7324442,1340.58
1.007111,1340.59
0.2746666,1340.6
-3.662221,1340.61
-1.007111,1340.62
-3.387555,1340.63
-4.577776,1340.64
0.09155553,1340.65
-4.394665,1340.66
-11.81066,1340.67
-18.76888,1340.68
-22.15644,1340.69
-15.38133,1340.7
-8.78933,1340.71
-10.34577,1340.72
-16.20533,1340.73
-17.12088,1340.74
-12.17689,1340.75
-10.34577,1340.76
-9.979552,1340.77
-16.38844,1340.78
-18.67733,1340.79
-24.81155,1340.8
-31.03732,1340.81
-25.08621,1340.82
-27.00888,1340.83
-23.2551,1340.84
-19.50133,1340.85
-19.68444,1340.86
-18.21955,1340.87
-17.39555,1340.88
-21.88177,1340.89
-23.43822,1340.9
-18.67733,1340.91
-15.93066,1340.92
-14.64888,1340.93
-18.03644,1340.94
-17.39555,1340.95
-15.10666,1340.96
-15.01511,1340.97
-16.29688,1340.98
-10.80355,1340.99
-8.78933,1341
-4.119999,1341.01
4.943998,1341.02
-0.5493332,1341.03
-1.281777,1341.04
0.5493332,1341.05
3.387555,1341.06
7.507553,1341.07
3.112888,1341.08
2.014222,1341.09
-2.197333,1341.1
-5.401776,1341.11
-0.6408887,1341.12
3.845332,1341.13
5.676443,1341.14
5.859554,1341.15
12.26844,1341.16
11.81066,1341.17
6.317331,1341.18
1.098666,1341.19
-3.753777,1341.2
-1.739555,1341.21
-2.471999,1341.22
-3.021333,1341.23
-6.866664,1341.24
-11.26133,1341.25
-9.155553,1341.26
-7.873775,1341.27
-6.866664,1341.28
-7.507553,1341.29
-10.43733,1341.3
-12.45155,1341.31
-11.71911,1341.32
-8.514664,1341.33
-6.866664,1341.34
-4.394665,1341.35
-3.47911,1341.36
-4.211555,1341.37
-5.951109,1341.38
-8.423109,1341.39
-12.63466,1341.4
-12.63466,1341.41
-7.324442,1341.42
-8.972442,1341.43
-7.873775,1341.44
-9.063997,1341.45
-6.775109,1341.46
-1.739555,1341.47
-1.648,1341.48
-4.028443,1341.49
-9.796441,1341.5
-4.119999,1341.51
-0,1341.52
-1.007111,1341.53
-2.288888,1341.54
0.3662221,1341.55
-2.014222,1341.56
-7.965331,1341.57
-1.556444,1341.58
0.09155553,1341.59
2.563555,1341.6
3.753777,1341.61
-3.204443,1341.62
-6.134221,1341.63
-13.00089,1341.64
-17.85333,1341.65
-14.64888,1341.66
-8.880886,1341.67
-3.112888,1341.68
-2.746666,1341.69
-1.464888,1341.7
0.4577776,1341.71
-8.972442,1341.72
-17.39555,1341.73
-14.92355,1341.74
-18.21955,1341.75
-10.62044,1341.76
-2.288888,1341.77
-4.211555,1341.78
1.190222,1341.79
-0.5493332,1341.8
1.648,1341.81
0.2746666,1341.82
-10.16266,1341.83
-15.38133,1341.84
-13.55022,1341.85
0.1831111,1341.86
0.6408887,1341.87
-4.669332,1341.88
-0.2746666,1341.89
-5.401776,1341.9
-2.65511,1341.91
0.9155553,1341.92
-5.859554,1341.93
-7.232887,1341.94
-12.36,1341.95
-11.07822,1341.96
-5.035554,1341.97
-4.30311,1341.98
-1.190222,1341.99
0.8239998,1342
-2.014222,1342.01
-3.204443,1342.02
0.2746666,1342.03
7.507553,1342.04
8.148442,1342.05
2.838221,1342.06
11.26133,1342.07
14.37422,1342.08
3.936888,1342.09
0.5493332,1342.1
8.331553,1342.11
12.08533,1342.12
8.972442,1342.13
8.880886,1342.14
4.028443,1342.15
4.943998,1342.16
6.683554,1342.17
3.112888,1342.18
0.9155553,1342.19
-0.09155553,1342.2
5.035554,1342.21
2.838221,1342.22
-2.563555,1342.23
6.225776,1342.24
17.304,1342.25
19.86755,1342.26
13.73333,1342.27
-4.486221,1342.28
-8.880886,1342.29
-2.014222,1342.3
-5.493332,1342.31
-4.394665,1342.32
-2.929777,1342.33
-0.09155553,1342.34
2.471999,1342.35
0.3662221,1342.36
1.098666,1342.37
0.2746666,1342.38
-2.380444,1342.39
-3.570666,1342.4
-6.225776,1342.41
-8.880886,1342.42
-6.225776,1342.43
-4.852443,1342.44
-1.281777,1342.45
6.317331,1342.46
9.979552,1342.47
8.78933,1342.48
8.239998,1342.49
3.112888,1342.5
-4.486221,1342.51
-8.239998,1342.52
-9.247108,1342.53
-2.380444,1342.54
-0,1342.55
-1.831111,1342.56
-7.507553,1342.57
-9.704886,1342.58
-1.556444,1342.59
-2.014222,1342.6
2.014222,1342.61
-4.760888,1342.62
-17.304,1342.63
-7.965331,1342.64
-3.295999,1342.65
-2.838221,1342.66
-1.739555,1342.67
-0.1831111,1342.68
0.8239998,1342.69
-4.028443,1342.7
-8.056887,1342.71
-5.951109,1342.72
-7.78222,1342.73
-9.979552,1342.74
-0.9155553,1342.75
3.845332,1342.76
2.014222,1342.77
0.2746666,1342.78
3.936888,1342.79
10.25422,1342.8
6.500443,1342.81
-3.47911,1342.82
-8.697775,1342.83
-6.500443,1342.84
-6.591998,1342.85
-7.232887,1342.86
0.7324442,1342.87
8.331553,1342.88
5.859554,1342.89
-2.105777,1342.9
-3.662221,1342.91
-8.331553,1342.92
-10.52889,1342.93
-5.676443,1342.94
-5.12711,1342.95
-5.676443,1342.96
-4.394665,1342.97
-1.098666,1342.98
5.859554,1342.99
11.81066,1343
6.591998,1343.01
3.753777,1343.02
2.746666,1343.03
-2.471999,1343.04
-4.577776,1343.05
-1.464888,1343.06
3.021333,1343.07
3.204443,1343.08
3.570666,1343.09
2.838221,1343.1
1.556444,1343.11
-0.5493332,1343.12
1.648,1343.13
1.464888,1343.14
-3.936888,1343.15
-1.648,1343.16
-7.690664,1343.17
-8.514664,1343.18
-2.929777,1343.19
-10.712,1343.2
-15.56444,1343.21
-20.50844,1343.22
-22.52266,1343.23
-18.49422,1343.24
-15.56444,1343.25
-12.36,1343.26
-7.873775,1343.27
0.5493332,1343.28
3.295999,1343.29
2.380444,1343.3
3.112888,1343.31
-0.4577776,1343.32
-1.190222,1343.33
3.845332,1343.34
8.056887,1343.35
5.12711,1343.36
-0.8239998,1343.37
0.2746666,1343.38
-0.2746666,1343.39
-2.014222,1343.4
2.105777,1343.41
-1.098666,1343.42
-0.6408887,1343.43
2.746666,1343.44
-0.7324442,1343.45
1.556444,1343.46
2.838221,1343.47
4.486221,1343.48
1.739555,1343.49
0.3662221,1343.5
1.922666,1343.51
-3.845332,1343.52
-3.387555,1343.53
-1.007111,1343.54
-0.6408887,1343.55
-0.8239998,1343.56
1.281777,1343.57
5.493332,1343.58
7.599109,1343.59
5.310221,1343.6
4.669332,1343.61
8.331553,1343.62
6.683554,1343.63
5.310221,1343.64
3.570666,1343.65
7.965331,1343.66
14.74044,1343.67
8.514664,1343.68
6.683554,1343.69
6.500443,1343.7
9.796441,1343.71
15.19822,1343.72
12.45155,1343.73
14.64888,1343.74
9.613331,1343.75
2.288888,1343.76
-1.373333,1343.77
-3.387555,1343.78
-2.288888,1343.79
2.197333,1343.8
7.873775,1343.81
5.401776,1343.82
8.697775,1343.83
12.26844,1343.84
9.063997,1343.85
7.324442,1343.86
7.599109,1343.87
6.866664,1343.88
8.880886,1343.89
9.338664,1343.9
10.62044,1343.91
9.338664,1343.92
4.486221,1343.93
9.613331,1343.94
13.27555,1343.95
12.36,1343.96
7.690664,1343.97
5.218665,1343.98
2.746666,1343.99
-2.65511,1344
-1.464888,1344.01
-1.190222,1344.02
7.78222,1344.03
8.148442,1344.04
0.9155553,1344.05
2.105777,1344.06
-1.098666,1344.07
4.852443,1344.08
1.464888,1344.09
-4.486221,1344.1
1.281777,1344.11
5.035554,1344.12
4.852443,1344.13
2.563555,1344.14
5.035554,1344.15
2.563555,1344.16
1.556444,1344.17
2.014222,1344.18
-6.042665,1344.19
-5.218665,1344.2
0.7324442,1344.21
-0.5493332,1344.22
-1.190222,1344.23
-5.584887,1344.24
-6.775109,1344.25
-2.65511,1344.26
-5.12711,1344.27
-2.014222,1344.28
1.831111,1344.29
1.190222,1344.3
-0.8239998,1344.31
-5.310221,1344.32
-5.12711,1344.33
-7.141331,1344.34
-4.028443,1344.35
8.514664,1344.36
11.71911,1344.37
10.80355,1344.38
14.64888,1344.39
12.63466,1344.4
5.767998,1344.41
5.310221,1344.42
9.063997,1344.43
9.796441,1344.44
10.89511,1344.45
8.606219,1344.46
6.683554,1344.47
8.78933,1344.48
4.760888,1344.49
3.387555,1344.5
13.36711,1344.51
19.50133,1344.52
11.99377,1344.53
0.8239998,1344.54
2.014222,1344.55
3.570666,1344.56
-5.12711,1344.57
-7.507553,1344.58
-3.662221,1344.59
-3.845332,1344.6
-3.47911,1344.61
1.281777,1344.62
-1.098666,1344.63
0.1831111,1344.64
-0.8239998,1344.65
-2.563555,1344.66
11.44444,1344.67
11.536,1344.68
12.63466,1344.69
10.89511,1344.7
-0.9155553,1344.71
-5.584887,1344.72
-8.880886,1344.73
-2.746666,1344.74
2.929777,1344.75
6.042665,1344.76
2.563555,1344.77
0.7324442,1344.78
1.190222,1344.79
0.09155553,1344.8
8.697775,1344.81
16.02222,1344.82
20.23377,1344.83
21.14933,1344.84
21.69866,1344.85
19.50133,1344.86
23.34666,1344.87
28.47377,1344.88
21.42399,1344.89
16.57155,1344.9
19.13511,1344.91
25.54399,1344.92
23.07199,1344.93
17.304,1344.94
20.41688,1344.95
20.78311,1344.96
13.64177,1344.97
11.71911,1344.98
4.577776,1344.99
2.838221,1345
1.739555,1345.01
-7.324442,1345.02
-2.929777,1345.03
0.6408887,1345.04
2.380444,1345.05
-2.746666,1345.06
-3.295999,1345.07
2.838221,1345.08
4.577776,1345.09
8.606219,1345.1
4.760888,1345.11
4.211555,1345.12
5.035554,1345.13
0.7324442,1345.14
2.838221,1345.15
7.415998,1345.16
8.239998,1345.17
5.218665,1345.18
0.4577776,1345.19
5.12711,1345.2
15.83911,1345.21
28.74844,1345.22
31.95288,1345.23
22.15644,1345.24
17.02933,1345.25
13.27555,1345.26
11.62755,1345.27
15.38133,1345.28
15.19822,1345.29
12.63466,1345.3
11.44444,1345.31
1.007111,1345.32
1.373333,1345.33
6.225776,1345.34
-6.500443,1345.35
-11.44444,1345.36
-17.21244,1345.37
-18.03644,1345.38
-6.408887,1345.39
-7.232887,1345.4
-8.331553,1345.41
-11.81066,1345.42
-19.40977,1345.43
-20.87466,1345.44
-17.67022,1345.45
-13.09244,1345.46
-14.09955,1345.47
-19.9591,1345.48
-26.64266,1345.49
-27.00888,1345.5
-24.9031,1345.51
-20.69155,1345.52
-12.08533,1345.53
-11.07822,1345.54
-9.796441,1345.55
-7.690664,1345.56
-12.72622,1345.57
-15.01511,1345.58
-17.12088,1345.59
-20.78311,1345.6
-18.86044,1345.61
-14.832,1345.62
-13.27555,1345.63
-14.37422,1345.64
-15.74755,1345.65
-16.48,1345.66
-21.33244,1345.67
-27.46666,1345.68
-21.97333,1345.69
-8.78933,1345.7
1.098666,1345.71
-0.1831111,1345.72
-2.197333,1345.73
-0,1345.74
-3.845332,1345.75
-5.676443,1345.76
-8.148442,1345.77
-7.415998,1345.78
-6.500443,1345.79
-6.225776,1345.8
-4.943998,1345.81
-3.936888,1345.82
-0.7324442,1345.83
-3.204443,1345.84
-3.845332,1345.85
-3.204443,1345.86
1.556444,1345.87
4.028443,1345.88
-2.563555,1345.89
-3.662221,1345.9
-10.25422,1345.91
-13.82488,1345.92
-14.92355,1345.93
-19.50133,1345.94
-17.48711,1345.95
-23.89599,1345.96
-21.88177,1345.97
-16.75466,1345.98
-16.38844,1345.99
-9.704886,1346
-8.697775,1346.01
1.922666,1346.02
2.288888,1346.03
-5.767998,1346.04
0.6408887,1346.05
-1.556444,1346.06
-4.852443,1346.07
-9.155553,1346.08
-12.17689,1346.09
-3.662221,1346.1
-2.471999,1346.11
-4.028443,1346.12
-3.295999,1346.13
1.373333,1346.14
4.760888,1346.15
-1.922666,1346.16
-3.021333,1346.17
0.3662221,1346.18
-0.8239998,1346.19
-2.65511,1346.2
-3.753777,1346.21
-7.141331,1346.22
-13.73333,1346.23
-12.81777,1346.24
-7.599109,1346.25
-10.80355,1346.26
-12.81777,1346.27
-12.08533,1346.28
-15.83911,1346.29
-17.67022,1346.3
-19.59288,1346.31
-17.67022,1346.32
-10.89511,1346.33
-14.55733,1346.34
-12.81777,1346.35
-4.394665,1346.36
-5.035554,1346.37
-8.056887,1346.38
-7.507553,1346.39
-5.767998,1346.4
-8.239998,1346.41
-13.55022,1346.42
-15.93066,1346.43
-17.12088,1346.44
-9.887997,1346.45
-7.141331,1346.46
-8.239998,1346.47
-3.112888,1346.48
-8.331553,1346.49
-4.394665,1346.5
-6.042665,1346.51
-12.26844,1346.52
-2.471999,1346.53
-4.119999,1346.54
-1.922666,1346.55
0.2746666,1346.56
-2.105777,1346.57
2.380444,1346.58
-6.683554,1346.59
-11.16977,1346.6
-6.95822,1346.61
-3.936888,1346.62
-2.288888,1346.63
-6.042665,1346.64
-0.9155553,1346.65
5.859554,1346.66
-0.3662221,1346.67
-7.141331,1346.68
-2.838221,1346.69
1.007111,1346.7
-3.295999,1346.71
-5.493332,1346.72
-13.45866,1346.73
-13.73333,1346.74
-8.606219,1346.75
-13.27555,1346.76
-8.423109,1346.77
-5.493332,1346.78
-1.464888,1346.79
2.014222,1346.8
1.281777,1346.81
-0.6408887,1346.82
2.288888,1346.83
7.599109,1346.84
5.218665,1346.85
8.972442,1346.86
11.44444,1346.87
5.218665,1346.88
-0.2746666,1346.89
4.760888,1346.9
11.99377,1346.91
18.67733,1346.92
13.45866,1346.93
3.753777,1346.94
5.310221,1346.95
-1.373333,1346.96
-2.380444,1346.97
11.07822,1346.98
18.58577,1346.99
18.03644,1347
9.338664,1347.01
1.464888,1347.02
0.4577776,1347.03
-2.288888,1347.04
4.119999,1347.05
8.697775,1347.06
11.62755,1347.07
14.19111,1347.08
10.07111,1347.09
7.415998,1347.1
9.613331,1347.11
11.90222,1347.12
3.936888,1347.13
10.25422,1347.14
15.56444,1347.15
8.056887,1347.16
10.16266,1347.17
6.500443,1347.18
-1.281777,1347.19
-3.204443,1347.2
-7.232887,1347.21
-8.423109,1347.22
-4.760888,1347.23
1.007111,1347.24
2.288888,1347.25
3.387555,1347.26
11.536,1347.27
14.37422,1347.28
13.55022,1347.29
13.73333,1347.3
15.56444,1347.31
19.86755,1347.32
23.71288,1347.33
23.80444,1347.34
19.22666,1347.35
8.697775,1347.36
-5.493332,1347.37
-17.94488,1347.38
-23.52977,1347.39
-27.92444,1347.4
-42.66488,1347.41
-53.55998,1347.42
-49.53154,1347.43
-43.0311,1347.44
-30.03021,1347.45
-16.20533,1347.46
-26.27644,1347.47
-37.72088,1347.48
-43.94666,1347.49
-62.89865,1347.5
-80.56886,1347.51
-99.15464,1347.52
-113.5289,1347.53
-117.2826,1347.54
-120.0293,1347.55
-114.9022,1347.56
-99.97864,1347.57
-82.58308,1347.58
-66.19465,1347.59
-55.66576,1347.6
-55.94043,1347.61
-56.03198,1347.62
-56.3982,1347.63
-59.14487,1347.64
-55.94043,1347.65
-56.2151,1347.66
-54.10932,1347.67
-54.84176,1347.68
-54.93332,1347.69
-46.23554,1347.7
-36.53065,1347.71
-21.79022,1347.72
-18.12799,1347.73
-13.45866,1347.74
-6.683554,1347.75
-12.17689,1347.76
-16.48,1347.77
-8.606219,1347.78
9.704886,1347.79
15.656,1347.8
18.03644,1347.81
33.41777,1347.82
50.26398,1347.83
60.97598,1347.84
55.57421,1347.85
52.36976,1347.86
69.76531,1347.87
89.26664,1347.88
115.5431,1347.89
133.488,1347.9
129.7342,1347.91
123.6,1347.92
107.5777,1347.93
95.03464,1347.94
109.592,1347.95
124.5155,1347.96
129.2764,1347.97
124.8817,1347.98
102.0844,1347.99
81.75909,1348
68.02576,1348.01
65.37064,1348.02
74.80087,1348.03
78.09686,1348.04
77.8222,1348.05
66.46931,1348.06
47.88354,1348.07
35.98132,1348.08
26.36799,1348.09
19.9591,1348.1
19.50133,1348.11
13.91644,1348.12
7.141331,1348.13
5.035554,1348.14
3.387555,1348.15
8.056887,1348.16
16.02222,1348.17
22.4311,1348.18
24.53688,1348.19
19.9591,1348.2
8.972442,1348.21
-2.563555,1348.22
-13.73333,1348.23
-27.3751,1348.24
-26.09332,1348.25
-10.62044,1348.26
0.6408887,1348.27
8.056887,1348.28
8.78933,1348.29
11.90222,1348.3
6.134221,1348.31
-3.936888,1348.32
-2.563555,1348.33
-1.098666,1348.34
1.281777,1348.35
5.767998,1348.36
-3.204443,1348.37
-12.45155,1348.38
-16.57155,1348.39
-26.73421,1348.4
-26.09332,1348.41
-33.87555,1348.42
-23.80444,1348.43
3.47911,1348.44
16.20533,1348.45
27.28355,1348.46
21.51555,1348.47
3.570666,1348.48
-13.55022,1348.49
-23.43822,1348.5
-36.89688,1348.51
-43.94666,1348.52
-33.1431,1348.53
-30.94577,1348.54
-25.7271,1348.55
-21.14933,1348.56
-13.91644,1348.57
-0.5493332,1348.58
-6.866664,1348.59
-18.86044,1348.6
-33.32621,1348.61
-39.55199,1348.62
-36.07288,1348.63
-26.36799,1348.64
-17.21244,1348.65
-5.676443,1348.66
17.67022,1348.67
18.76888,1348.68
11.35289,1348.69
-0.3662221,1348.7
-13.82488,1348.71
-3.112888,1348.72
-0.5493332,1348.73
3.936888,1348.74
29.0231,1348.75
42.02399,1348.76
51.91198,1348.77
55.39109,1348.78
45.04532,1348.79
41.10843,1348.8
35.43199,1348.81
31.22044,1348.82
36.53065,1348.83
42.11554,1348.84
41.56621,1348.85
43.39732,1348.86
52.55287,1348.87
53.83465,1348.88
46.51021,1348.89
44.77065,1348.9
48.98221,1348.91
41.84088,1348.92
31.12888,1348.93
25.45244,1348.94
25.54399,1348.95
31.86132,1348.96
36.53065,1348.97
40.28443,1348.98
39.46043,1348.99
48.15821,1349
59.51109,1349.01
53.19376,1349.02
47.60888,1349.03
45.13688,1349.04
40.65065,1349.05
37.81243,1349.06
31.86132,1349.07
26.27644,1349.08
27.83288,1349.09
33.32621,1349.1
47.1511,1349.11
53.55998,1349.12
44.03821,1349.13
35.06577,1349.14
22.79733,1349.15
25.26933,1349.16
36.80532,1349.17
31.86132,1349.18
27.19199,1349.19
30.6711,1349.2
28.1991,1349.21
20.32533,1349.22
15.10666,1349.23
13.36711,1349.24
9.796441,1349.25
4.669332,1349.26
2.929777,1349.27
4.577776,1349.28
3.204443,1349.29
-0.6408887,1349.3
-7.415998,1349.31
-11.07822,1349.32
-7.141331,1349.33
-11.35289,1349.34
-4.028443,1349.35
-3.112888,1349.36
-9.247108,1349.37
-12.26844,1349.38
-22.88888,1349.39
-22.61422,1349.4
-21.14933,1349.41
-23.71288,1349.42
-32.59377,1349.43
-33.1431,1349.44
-35.6151,1349.45
-37.62932,1349.46
-33.69244,1349.47
-36.80532,1349.48
-33.78399,1349.49
-33.78399,1349.5
-29.38932,1349.51
-31.58666,1349.52
-46.05243,1349.53
-51.2711,1349.54
-50.53865,1349.55
-45.41154,1349.56
-35.34044,1349.57
-40.46754,1349.58
-49.07376,1349.59
-43.0311,1349.6
-44.86221,1349.61
-54.38398,1349.62
-58.0462,1349.63
-50.35554,1349.64
-39.64354,1349.65
-27.55821,1349.66
-14.832,1349.67
-10.07111,1349.68
-22.4311,1349.69
-31.03732,1349.7
-33.69244,1349.71
-37.07999,1349.72
-30.30488,1349.73
-31.76977,1349.74
-34.97421,1349.75
-37.90399,1349.76
-40.19288,1349.77
-39.27732,1349.78
-33.78399,1349.79
-28.93155,1349.8
-32.13599,1349.81
-43.67199,1349.82
-47.05954,1349.83
-38.45332,1349.84
-32.3191,1349.85
-31.03732,1349.86
-31.12888,1349.87
-22.61422,1349.88
-23.89599,1349.89
-32.95999,1349.9
-41.10843,1349.91
-46.23554,1349.92
-42.02399,1349.93
-34.7911,1349.94
-21.33244,1349.95
-16.75466,1349.96
-32.50221,1349.97
-38.63643,1349.98
-35.06577,1349.99
-29.93866,1350
-18.67733,1350.01
-19.86755,1350.02
-29.75555,1350.03
-32.77688,1350.04
-29.0231,1350.05
-29.93866,1350.06
-29.66399,1350.07
-17.39555,1350.08
-5.493332,1350.09
-5.035554,1350.1
-12.81777,1350.11
-22.79733,1350.12
-26.82577,1350.13
-16.57155,1350.14
-5.951109,1350.15
-0.4577776,1350.16
-4.119999,1350.17
-13.36711,1350.18
-13.73333,1350.19
-13.82488,1350.2
-5.12711,1350.21
-1.007111,1350.22
-6.775109,1350.23
-3.936888,1350.24
-3.936888,1350.25
-9.338664,1350.26
-8.78933,1350.27
-9.887997,1350.28
-13.184,1350.29
-11.71911,1350.3
-14.74044,1350.31
-5.584887,1350.32
-1.373333,1350.33
-14.28266,1350.34
-21.88177,1350.35
-10.07111,1350.36
-1.007111,1350.37
0.3662221,1350.38
1.739555,1350.39
-2.65511,1350.4
5.584887,1350.41
5.859554,1350.42
-2.746666,1350.43
-0.8239998,1350.44
2.929777,1350.45
3.47911,1350.46
10.712,1350.47
10.62044,1350.48
4.852443,1350.49
14.008,1350.5
24.81155,1350.51
26.09332,1350.52
21.69866,1350.53
7.78222,1350.54
-3.204443,1350.55
0.9155553,1350.56
9.979552,1350.57
23.80444,1350.58
28.56532,1350.59
19.31822,1350.6
15.93066,1350.61
16.84622,1350.62
19.68444,1350.63
25.91022,1350.64
36.98843,1350.65
40.83377,1350.66
27.92444,1350.67
22.4311,1350.68
13.82488,1350.69
13.00089,1350.7
27.3751,1350.71
27.83288,1350.72
21.79022,1350.73
22.61422,1350.74
29.75555,1350.75
17.94488,1350.76
7.049776,1350.77
4.760888,1350.78
-4.669332,1350.79
0.5493332,1350.8
11.07822,1350.81
18.95199,1350.82
35.34044,1350.83
40.46754,1350.84
27.55821,1350.85
19.13511,1350.86
11.71911,1350.87
6.95822,1350.88
4.760888,1350.89
1.464888,1350.9
1.739555,1350.91
2.288888,1350.92
14.55733,1350.93
27.64977,1350.94
22.33955,1350.95
14.008,1350.96
20.96622,1350.97
16.75466,1350.98
2.563555,1350.99
-4.028443,1351
-1.098666,1351.01
6.95822,1351.02
4.577776,1351.03
8.423109,1351.04
9.887997,1351.05
10.43733,1351.06
13.36711,1351.07
10.43733,1351.08
-0.1831111,1351.09
-3.387555,1351.1
1.007111,1351.11
0.2746666,1351.12
10.89511,1351.13
6.95822,1351.14
2.563555,1351.15
2.746666,1351.16
-0.9155553,1351.17
1.922666,1351.18
-0.2746666,1351.19
1.464888,1351.2
-3.47911,1351.21
-10.712,1351.22
-15.28977,1351.23
-18.31111,1351.24
-2.014222,1351.25
8.697775,1351.26
9.521775,1351.27
17.39555,1351.28
5.951109,1351.29
-13.00089,1351.3
-14.008,1351.31
-21.79022,1351.32
-23.62133,1351.33
-8.056887,1351.34
-0,1351.35
5.401776,1351.36
2.288888,1351.37
-8.78933,1351.38
-10.712,1351.39
-9.613331,1351.4
-4.943998,1351.41
4.943998,1351.42
6.591998,1351.43
7.049776,1351.44
6.500443,1351.45
5.493332,1351.46
2.929777,1351.47
-9.796441,1351.48
-11.62755,1351.49
-14.832,1351.5
-16.66311,1351.51
-3.112888,1351.52
8.331553,1351.53
19.22666,1351.54
20.23377,1351.55
2.746666,1351.56
-17.304,1351.57
-26.64266,1351.58
-23.07199,1351.59
-9.247108,1351.6
5.218665,1351.61
6.225776,1351.62
0.09155553,1351.63
7.141331,1351.64
8.78933,1351.65
-3.936888,1351.66
-8.514664,1351.67
-0.8239998,1351.68
3.662221,1351.69
5.676443,1351.7
10.34577,1351.71
2.746666,1351.72
-15.10666,1351.73
-19.68444,1351.74
-3.204443,1351.75
-3.112888,1351.76
-13.91644,1351.77
-7.232887,1351.78
-3.112888,1351.79
-2.838221,1351.8
-8.056887,1351.81
-7.324442,1351.82
-8.423109,1351.83
-15.28977,1351.84
-4.852443,1351.85
-7.599109,1351.86
-18.95199,1351.87
-12.36,1351.88
-3.753777,1351.89
-8.331553,1351.9
-15.93066,1351.91
-19.13511,1351.92
-6.95822,1351.93
9.063997,1351.94
-5.859554,1351.95
-18.95199,1351.96
-14.19111,1351.97
-13.45866,1351.98
-8.514664,1351.99
