EEG,t_EEG
-25.26933,2359.96
-21.79022,2359.97
-21.69866,2359.98
-21.79022,2359.99
-20.32533,2360
-20.41688,2360.01
-21.88177,2360.02
-24.62844,2360.03
-24.53688,2360.04
-21.69866,2360.05
-13.91644,2360.06
-0.2746666,2360.07
4.669332,2360.08
2.563555,2360.09
0.3662221,2360.1
-9.887997,2360.11
-22.61422,2360.12
-28.29066,2360.13
-24.0791,2360.14
-10.34577,2360.15
2.197333,2360.16
6.408887,2360.17
6.225776,2360.18
5.035554,2360.19
0.7324442,2360.2
-5.218665,2360.21
-8.423109,2360.22
-8.423109,2360.23
-12.63466,2360.24
-20.59999,2360.25
-22.70577,2360.26
-22.70577,2360.27
-16.02222,2360.28
-3.021333,2360.29
7.049776,2360.3
12.08533,2360.31
13.55022,2360.32
5.951109,2360.33
-11.99377,2360.34
-20.41688,2360.35
-18.40266,2360.36
-12.90933,2360.37
-9.796441,2360.38
-17.85333,2360.39
-16.02222,2360.4
-1.007111,2360.41
6.134221,2360.42
5.493332,2360.43
4.577776,2360.44
1.831111,2360.45
-3.021333,2360.46
-0.5493332,2360.47
2.014222,2360.48
-2.014222,2360.49
-6.134221,2360.5
-4.852443,2360.51
0.8239998,2360.52
1.373333,2360.53
0.4577776,2360.54
1.007111,2360.55
-0.3662221,2360.56
7.873775,2360.57
15.10666,2360.58
6.591998,2360.59
0.7324442,2360.6
6.591998,2360.61
16.84622,2360.62
23.98755,2360.63
23.07199,2360.64
17.304,2360.65
10.52889,2360.66
8.148442,2360.67
12.72622,2360.68
13.64177,2360.69
13.91644,2360.7
14.92355,2360.71
14.37422,2360.72
16.48,2360.73
18.40266,2360.74
16.93777,2360.75
13.36711,2360.76
11.07822,2360.77
10.16266,2360.78
11.26133,2360.79
15.56444,2360.8
18.86044,2360.81
21.24088,2360.82
24.35377,2360.83
22.33955,2360.84
16.48,2360.85
15.19822,2360.86
12.08533,2360.87
6.317331,2360.88
1.648,2360.89
-2.380444,2360.9
-2.471999,2360.91
-2.65511,2360.92
-2.929777,2360.93
-4.394665,2360.94
-3.936888,2360.95
-0.5493332,2360.96
2.288888,2360.97
4.669332,2360.98
3.570666,2360.99
5.859554,2361
7.965331,2361.01
7.690664,2361.02
10.62044,2361.03
15.38133,2361.04
18.67733,2361.05
16.02222,2361.06
11.99377,2361.07
12.08533,2361.08
14.19111,2361.09
14.19111,2361.1
11.62755,2361.11
11.35289,2361.12
11.62755,2361.13
12.63466,2361.14
17.21244,2361.15
21.33244,2361.16
25.26933,2361.17
26.64266,2361.18
26.00177,2361.19
23.89599,2361.2
22.70577,2361.21
23.34666,2361.22
20.78311,2361.23
15.19822,2361.24
9.247108,2361.25
5.584887,2361.26
5.493332,2361.27
9.796441,2361.28
11.16977,2361.29
6.042665,2361.3
0.09155553,2361.31
-2.380444,2361.32
-0.9155553,2361.33
-0.4577776,2361.34
1.739555,2361.35
6.408887,2361.36
5.12711,2361.37
6.317331,2361.38
10.62044,2361.39
9.979552,2361.4
9.063997,2361.41
8.78933,2361.42
9.613331,2361.43
12.26844,2361.44
11.90222,2361.45
9.796441,2361.46
9.247108,2361.47
6.042665,2361.48
2.929777,2361.49
6.225776,2361.5
8.148442,2361.51
6.225776,2361.52
2.014222,2361.53
-0.6408887,2361.54
2.105777,2361.55
-1.281777,2361.56
-5.767998,2361.57
-3.570666,2361.58
0.4577776,2361.59
2.380444,2361.6
-1.464888,2361.61
-7.873775,2361.62
-12.36,2361.63
-15.47288,2361.64
-14.09955,2361.65
-9.887997,2361.66
-4.30311,2361.67
4.394665,2361.68
7.324442,2361.69
4.852443,2361.7
3.570666,2361.71
6.866664,2361.72
9.338664,2361.73
4.760888,2361.74
3.662221,2361.75
4.486221,2361.76
0.1831111,2361.77
-1.281777,2361.78
-0.6408887,2361.79
-1.831111,2361.8
3.845332,2361.81
9.887997,2361.82
11.81066,2361.83
11.90222,2361.84
6.317331,2361.85
2.380444,2361.86
-0.9155553,2361.87
-4.028443,2361.88
-4.669332,2361.89
-2.929777,2361.9
1.648,2361.91
5.584887,2361.92
12.90933,2361.93
22.70577,2361.94
24.81155,2361.95
18.49422,2361.96
13.36711,2361.97
7.873775,2361.98
2.105777,2361.99
2.746666,2362
2.105777,2362.01
-0.2746666,2362.02
0.7324442,2362.03
-0.8239998,2362.04
-0.1831111,2362.05
2.014222,2362.06
-0.2746666,2362.07
-0.8239998,2362.08
-0.5493332,2362.09
0.6408887,2362.1
-2.65511,2362.11
-7.232887,2362.12
-8.972442,2362.13
-18.86044,2362.14
-23.89599,2362.15
-17.94488,2362.16
-11.81066,2362.17
-10.25422,2362.18
-10.80355,2362.19
-7.78222,2362.2
-4.577776,2362.21
-3.112888,2362.22
-1.922666,2362.23
-3.204443,2362.24
-2.746666,2362.25
-4.486221,2362.26
-8.972442,2362.27
-12.08533,2362.28
-16.20533,2362.29
-16.20533,2362.3
-15.74755,2362.31
-18.31111,2362.32
-16.57155,2362.33
-10.25422,2362.34
-5.035554,2362.35
-3.47911,2362.36
-4.760888,2362.37
-3.662221,2362.38
-1.556444,2362.39
-4.486221,2362.4
-7.415998,2362.41
-9.247108,2362.42
-13.73333,2362.43
-20.96622,2362.44
-25.26933,2362.45
-23.98755,2362.46
-19.77599,2362.47
-14.92355,2362.48
-13.73333,2362.49
-10.98666,2362.5
-8.697775,2362.51
-6.775109,2362.52
-4.852443,2362.53
-3.47911,2362.54
0.9155553,2362.55
-1.281777,2362.56
-1.922666,2362.57
-1.281777,2362.58
-3.204443,2362.59
-0.7324442,2362.6
-0.7324442,2362.61
-4.486221,2362.62
-7.415998,2362.63
-6.95822,2362.64
-4.760888,2362.65
-1.831111,2362.66
-3.387555,2362.67
-7.141331,2362.68
-9.247108,2362.69
-13.45866,2362.7
-17.304,2362.71
-22.61422,2362.72
-23.80444,2362.73
-21.05777,2362.74
-17.67022,2362.75
-13.73333,2362.76
-12.72622,2362.77
-11.536,2362.78
-11.81066,2362.79
-11.26133,2362.8
-9.704886,2362.81
-10.34577,2362.82
-10.80355,2362.83
-12.81777,2362.84
-13.55022,2362.85
-11.62755,2362.86
-9.796441,2362.87
-10.34577,2362.88
-11.81066,2362.89
-11.90222,2362.9
-13.27555,2362.91
-11.07822,2362.92
-6.317331,2362.93
-6.683554,2362.94
-4.852443,2362.95
-1.556444,2362.96
2.746666,2362.97
8.514664,2362.98
8.972442,2362.99
8.239998,2363
3.936888,2363.01
2.288888,2363.02
7.324442,2363.03
10.43733,2363.04
12.36,2363.05
11.35289,2363.06
8.880886,2363.07
4.119999,2363.08
0.3662221,2363.09
0.4577776,2363.1
-2.288888,2363.11
-3.936888,2363.12
-1.648,2363.13
-3.570666,2363.14
-3.295999,2363.15
4.577776,2363.16
6.591998,2363.17
6.775109,2363.18
5.035554,2363.19
-0.09155553,2363.2
-0.2746666,2363.21
-2.380444,2363.22
-2.746666,2363.23
1.007111,2363.24
2.014222,2363.25
-0.2746666,2363.26
-4.028443,2363.27
-4.028443,2363.28
-1.739555,2363.29
-0.9155553,2363.3
2.929777,2363.31
5.218665,2363.32
5.767998,2363.33
8.239998,2363.34
5.401776,2363.35
2.197333,2363.36
0.1831111,2363.37
1.007111,2363.38
2.65511,2363.39
-1.007111,2363.4
-2.380444,2363.41
-4.211555,2363.42
-8.78933,2363.43
-10.52889,2363.44
-12.26844,2363.45
-15.56444,2363.46
-15.47288,2363.47
-9.887997,2363.48
-4.577776,2363.49
2.929777,2363.5
6.95822,2363.51
4.577776,2363.52
6.134221,2363.53
8.056887,2363.54
8.972442,2363.55
4.486221,2363.56
-2.105777,2363.57
-3.204443,2363.58
-6.408887,2363.59
-7.415998,2363.6
-6.95822,2363.61
-7.507553,2363.62
-2.471999,2363.63
2.014222,2363.64
2.746666,2363.65
4.394665,2363.66
1.556444,2363.67
-2.014222,2363.68
-2.838221,2363.69
-4.028443,2363.7
-0.5493332,2363.71
2.563555,2363.72
2.65511,2363.73
-0.1831111,2363.74
-1.464888,2363.75
0.6408887,2363.76
3.387555,2363.77
8.056887,2363.78
8.972442,2363.79
7.690664,2363.8
4.760888,2363.81
-1.739555,2363.82
-3.570666,2363.83
-4.211555,2363.84
-1.373333,2363.85
7.324442,2363.86
8.78933,2363.87
6.591998,2363.88
4.943998,2363.89
1.281777,2363.9
-2.929777,2363.91
-4.028443,2363.92
-1.464888,2363.93
-4.760888,2363.94
-9.613331,2363.95
-10.25422,2363.96
-10.80355,2363.97
-7.507553,2363.98
-3.753777,2363.99
-4.028443,2364
-2.929777,2364.01
1.648,2364.02
5.12711,2364.03
2.563555,2364.04
-4.669332,2364.05
-6.95822,2364.06
-7.599109,2364.07
-7.873775,2364.08
-1.648,2364.09
0.6408887,2364.1
-0,2364.11
-0,2364.12
-6.134221,2364.13
-15.38133,2364.14
-20.41688,2364.15
-16.29688,2364.16
-10.712,2364.17
-8.78933,2364.18
-6.317331,2364.19
-1.922666,2364.2
4.577776,2364.21
7.507553,2364.22
5.951109,2364.23
5.859554,2364.24
4.943998,2364.25
7.507553,2364.26
14.28266,2364.27
17.12088,2364.28
20.96622,2364.29
20.69155,2364.3
13.91644,2364.31
10.62044,2364.32
8.331553,2364.33
5.218665,2364.34
6.591998,2364.35
10.80355,2364.36
12.72622,2364.37
12.72622,2364.38
10.80355,2364.39
5.493332,2364.4
0.5493332,2364.41
-1.190222,2364.42
0.09155553,2364.43
2.65511,2364.44
2.197333,2364.45
4.30311,2364.46
6.317331,2364.47
1.922666,2364.48
0.6408887,2364.49
2.014222,2364.5
1.739555,2364.51
0.3662221,2364.52
0.9155553,2364.53
1.190222,2364.54
1.739555,2364.55
4.577776,2364.56
6.134221,2364.57
11.07822,2364.58
14.74044,2364.59
15.10666,2364.6
14.008,2364.61
10.98666,2364.62
7.324442,2364.63
4.669332,2364.64
5.493332,2364.65
7.049776,2364.66
8.514664,2364.67
11.71911,2364.68
13.36711,2364.69
14.008,2364.7
12.36,2364.71
11.99377,2364.72
15.47288,2364.73
16.84622,2364.74
14.74044,2364.75
12.63466,2364.76
8.423109,2364.77
4.211555,2364.78
1.281777,2364.79
-1.007111,2364.8
-0.2746666,2364.81
-1.281777,2364.82
-0.6408887,2364.83
-0.8239998,2364.84
-5.035554,2364.85
-4.30311,2364.86
-5.401776,2364.87
-9.796441,2364.88
-8.972442,2364.89
-7.507553,2364.9
-8.697775,2364.91
-6.225776,2364.92
-6.042665,2364.93
-7.690664,2364.94
-3.936888,2364.95
-0.09155553,2364.96
2.471999,2364.97
3.662221,2364.98
0.7324442,2364.99
-2.838221,2365
-3.204443,2365.01
-3.662221,2365.02
-1.098666,2365.03
1.464888,2365.04
2.746666,2365.05
4.760888,2365.06
4.943998,2365.07
6.95822,2365.08
5.584887,2365.09
1.831111,2365.1
1.922666,2365.11
2.014222,2365.12
1.648,2365.13
4.852443,2365.14
3.204443,2365.15
0.9155553,2365.16
0.5493332,2365.17
-2.288888,2365.18
-3.387555,2365.19
-1.281777,2365.2
0.6408887,2365.21
-3.662221,2365.22
-7.324442,2365.23
-6.317331,2365.24
-3.662221,2365.25
-4.394665,2365.26
-4.30311,2365.27
-1.831111,2365.28
0.2746666,2365.29
-0.1831111,2365.3
-5.218665,2365.31
-4.119999,2365.32
-1.831111,2365.33
-6.225776,2365.34
-11.81066,2365.35
-13.09244,2365.36
-12.72622,2365.37
-12.45155,2365.38
-12.54311,2365.39
-14.19111,2365.4
-12.90933,2365.41
-11.07822,2365.42
-9.979552,2365.43
-9.979552,2365.44
-9.063997,2365.45
-2.471999,2365.46
-1.007111,2365.47
-2.014222,2365.48
-0.4577776,2365.49
3.753777,2365.5
13.09244,2365.51
17.85333,2365.52
18.76888,2365.53
18.40266,2365.54
17.85333,2365.55
23.52977,2365.56
26.45955,2365.57
22.4311,2365.58
21.05777,2365.59
23.16355,2365.6
22.06488,2365.61
21.42399,2365.62
21.97333,2365.63
16.75466,2365.64
10.98666,2365.65
6.683554,2365.66
2.563555,2365.67
-2.288888,2365.68
-8.880886,2365.69
-11.81066,2365.7
-8.423109,2365.71
-3.47911,2365.72
-2.929777,2365.73
-3.112888,2365.74
-2.746666,2365.75
-2.288888,2365.76
1.190222,2365.77
0.1831111,2365.78
-0.3662221,2365.79
1.831111,2365.8
0.09155553,2365.81
1.190222,2365.82
4.852443,2365.83
8.606219,2365.84
15.38133,2365.85
15.19822,2365.86
10.16266,2365.87
7.141331,2365.88
6.775109,2365.89
11.16977,2365.9
10.34577,2365.91
8.056887,2365.92
10.43733,2365.93
10.43733,2365.94
9.247108,2365.95
10.712,2365.96
12.08533,2365.97
15.28977,2365.98
17.12088,2365.99
12.63466,2366
7.873775,2366.01
2.746666,2366.02
-4.028443,2366.03
-9.613331,2366.04
-12.17689,2366.05
-11.16977,2366.06
-10.712,2366.07
-7.324442,2366.08
-7.78222,2366.09
-10.52889,2366.1
-6.591998,2366.11
-4.028443,2366.12
-2.746666,2366.13
-1.831111,2366.14
0.3662221,2366.15
2.65511,2366.16
6.042665,2366.17
7.049776,2366.18
3.47911,2366.19
0.4577776,2366.2
-1.098666,2366.21
0.6408887,2366.22
2.014222,2366.23
1.373333,2366.24
-1.098666,2366.25
-2.197333,2366.26
-2.105777,2366.27
0.8239998,2366.28
0.5493332,2366.29
-5.035554,2366.3
-8.331553,2366.31
-8.239998,2366.32
-6.317331,2366.33
-8.514664,2366.34
-12.17689,2366.35
-13.82488,2366.36
-15.56444,2366.37
-19.04355,2366.38
-23.07199,2366.39
-27.92444,2366.4
-33.78399,2366.41
-35.43199,2366.42
-35.43199,2366.43
-33.05154,2366.44
-30.21332,2366.45
-29.93866,2366.46
-24.81155,2366.47
-21.33244,2366.48
-21.24088,2366.49
-18.21955,2366.5
-16.48,2366.51
-12.54311,2366.52
-4.852443,2366.53
-3.936888,2366.54
-6.95822,2366.55
-10.98666,2366.56
-13.82488,2366.57
-11.99377,2366.58
-12.26844,2366.59
-11.62755,2366.6
-9.247108,2366.61
-7.599109,2366.62
-4.669332,2366.63
-0.4577776,2366.64
1.464888,2366.65
-2.471999,2366.66
-4.577776,2366.67
-3.845332,2366.68
-5.401776,2366.69
-5.035554,2366.7
-4.394665,2366.71
-4.211555,2366.72
-0.4577776,2366.73
1.922666,2366.74
0.8239998,2366.75
-3.204443,2366.76
-1.464888,2366.77
5.859554,2366.78
10.25422,2366.79
12.17689,2366.8
11.26133,2366.81
13.27555,2366.82
13.55022,2366.83
13.82488,2366.84
13.64177,2366.85
9.155553,2366.86
8.606219,2366.87
8.78933,2366.88
9.796441,2366.89
7.78222,2366.9
3.936888,2366.91
2.014222,2366.92
3.204443,2366.93
6.225776,2366.94
7.141331,2366.95
10.43733,2366.96
11.536,2366.97
11.16977,2366.98
12.81777,2366.99
8.697775,2367
2.929777,2367.01
-0.4577776,2367.02
-3.753777,2367.03
-7.965331,2367.04
-11.71911,2367.05
-11.35289,2367.06
-13.91644,2367.07
-17.57866,2367.08
-15.01511,2367.09
-13.45866,2367.1
-12.36,2367.11
-8.514664,2367.12
-9.247108,2367.13
-10.25422,2367.14
-5.584887,2367.15
-1.739555,2367.16
3.845332,2367.17
9.796441,2367.18
10.16266,2367.19
7.415998,2367.2
1.190222,2367.21
-3.295999,2367.22
-5.035554,2367.23
-4.486221,2367.24
0.3662221,2367.25
3.753777,2367.26
3.204443,2367.27
4.394665,2367.28
4.394665,2367.29
0.1831111,2367.3
0.9155553,2367.31
-1.281777,2367.32
-4.211555,2367.33
-0.3662221,2367.34
-1.831111,2367.35
-4.394665,2367.36
-3.936888,2367.37
-3.570666,2367.38
-2.746666,2367.39
-2.197333,2367.4
-1.831111,2367.41
-3.936888,2367.42
-5.218665,2367.43
-5.035554,2367.44
-5.584887,2367.45
-4.669332,2367.46
1.098666,2367.47
8.514664,2367.48
8.880886,2367.49
9.613331,2367.5
7.690664,2367.51
5.310221,2367.52
5.035554,2367.53
2.014222,2367.54
3.570666,2367.55
8.880886,2367.56
13.09244,2367.57
10.43733,2367.58
6.317331,2367.59
3.112888,2367.6
-0,2367.61
3.204443,2367.62
5.493332,2367.63
7.873775,2367.64
9.521775,2367.65
10.34577,2367.66
15.656,2367.67
19.22666,2367.68
18.95199,2367.69
19.40977,2367.7
17.12088,2367.71
10.712,2367.72
9.247108,2367.73
5.859554,2367.74
3.47911,2367.75
7.965331,2367.76
9.338664,2367.77
9.613331,2367.78
7.232887,2367.79
2.65511,2367.8
-1.281777,2367.81
-4.394665,2367.82
-3.845332,2367.83
-2.380444,2367.84
-2.838221,2367.85
-1.922666,2367.86
-4.577776,2367.87
-6.591998,2367.88
-7.78222,2367.89
-9.613331,2367.9
-3.112888,2367.91
-3.112888,2367.92
-7.324442,2367.93
-6.500443,2367.94
-4.943998,2367.95
0.6408887,2367.96
1.739555,2367.97
1.190222,2367.98
1.831111,2367.99
0.1831111,2368
-1.007111,2368.01
-7.507553,2368.02
-8.78933,2368.03
-4.577776,2368.04
-4.211555,2368.05
-0.4577776,2368.06
5.493332,2368.07
8.606219,2368.08
10.25422,2368.09
11.35289,2368.1
12.17689,2368.11
10.98666,2368.12
10.43733,2368.13
9.796441,2368.14
6.591998,2368.15
4.852443,2368.16
3.845332,2368.17
4.486221,2368.18
4.943998,2368.19
0.1831111,2368.2
-2.105777,2368.21
-1.190222,2368.22
-0.7324442,2368.23
1.190222,2368.24
0.4577776,2368.25
0.5493332,2368.26
1.281777,2368.27
1.464888,2368.28
0.7324442,2368.29
-1.922666,2368.3
-1.098666,2368.31
-0.9155553,2368.32
-1.190222,2368.33
-1.739555,2368.34
-2.014222,2368.35
1.648,2368.36
6.225776,2368.37
9.521775,2368.38
7.599109,2368.39
2.288888,2368.4
0.09155553,2368.41
2.838221,2368.42
8.239998,2368.43
14.46577,2368.44
14.74044,2368.45
10.712,2368.46
9.338664,2368.47
7.690664,2368.48
8.056887,2368.49
8.148442,2368.5
10.80355,2368.51
13.64177,2368.52
11.07822,2368.53
10.07111,2368.54
6.225776,2368.55
2.929777,2368.56
3.387555,2368.57
2.563555,2368.58
2.380444,2368.59
3.021333,2368.6
2.105777,2368.61
-0.4577776,2368.62
-5.035554,2368.63
-8.972442,2368.64
-8.239998,2368.65
-8.697775,2368.66
-9.521775,2368.67
-7.507553,2368.68
-4.852443,2368.69
-3.204443,2368.7
-3.662221,2368.71
-4.943998,2368.72
-5.859554,2368.73
-6.775109,2368.74
-6.683554,2368.75
-4.028443,2368.76
-1.373333,2368.77
3.936888,2368.78
8.880886,2368.79
8.148442,2368.8
10.712,2368.81
17.12088,2368.82
16.48,2368.83
7.690664,2368.84
1.007111,2368.85
1.281777,2368.86
2.288888,2368.87
4.394665,2368.88
4.30311,2368.89
2.014222,2368.9
-0.4577776,2368.91
-7.232887,2368.92
-13.45866,2368.93
-15.28977,2368.94
-14.832,2368.95
-12.08533,2368.96
-7.507553,2368.97
-2.746666,2368.98
4.486221,2368.99
6.591998,2369
5.859554,2369.01
3.936888,2369.02
-1.464888,2369.03
-3.662221,2369.04
-7.507553,2369.05
-10.98666,2369.06
-8.239998,2369.07
-3.753777,2369.08
1.556444,2369.09
9.338664,2369.1
13.36711,2369.11
14.64888,2369.12
16.57155,2369.13
14.09955,2369.14
9.521775,2369.15
6.317331,2369.16
0.5493332,2369.17
-7.141331,2369.18
-11.16977,2369.19
-14.74044,2369.2
-17.67022,2369.21
-21.24088,2369.22
-24.26221,2369.23
-22.52266,2369.24
-20.78311,2369.25
-20.32533,2369.26
-21.05777,2369.27
-20.50844,2369.28
-16.66311,2369.29
-14.832,2369.3
-14.46577,2369.31
-12.45155,2369.32
-11.71911,2369.33
-13.09244,2369.34
-13.00089,2369.35
-10.07111,2369.36
-10.62044,2369.37
-6.225776,2369.38
2.563555,2369.39
3.387555,2369.4
2.929777,2369.41
2.105777,2369.42
-4.211555,2369.43
-8.056887,2369.44
-7.049776,2369.45
-7.599109,2369.46
-9.338664,2369.47
-9.338664,2369.48
-10.25422,2369.49
-14.37422,2369.5
-12.26844,2369.51
-7.599109,2369.52
-8.331553,2369.53
-5.401776,2369.54
1.922666,2369.55
7.324442,2369.56
6.317331,2369.57
-0.3662221,2369.58
-5.401776,2369.59
-7.78222,2369.6
-5.401776,2369.61
-1.556444,2369.62
-0.3662221,2369.63
1.007111,2369.64
-0.2746666,2369.65
-1.007111,2369.66
-1.007111,2369.67
-3.112888,2369.68
-2.929777,2369.69
0.1831111,2369.7
-3.295999,2369.71
-9.063997,2369.72
-8.697775,2369.73
-5.859554,2369.74
-3.021333,2369.75
-1.098666,2369.76
-0.4577776,2369.77
-0.7324442,2369.78
-0.2746666,2369.79
-4.577776,2369.8
-6.683554,2369.81
0.3662221,2369.82
4.760888,2369.83
8.880886,2369.84
14.37422,2369.85
17.76177,2369.86
16.48,2369.87
14.832,2369.88
19.77599,2369.89
21.51555,2369.9
21.33244,2369.91
19.04355,2369.92
13.45866,2369.93
10.712,2369.94
7.232887,2369.95
2.65511,2369.96
-0.1831111,2369.97
2.471999,2369.98
2.288888,2369.99
0.2746666,2370
2.929777,2370.01
3.753777,2370.02
5.401776,2370.03
1.464888,2370.04
-4.669332,2370.05
-7.599109,2370.06
-14.37422,2370.07
-14.46577,2370.08
-12.36,2370.09
-13.82488,2370.1
-12.45155,2370.11
-6.134221,2370.12
-1.098666,2370.13
-1.373333,2370.14
-0.4577776,2370.15
-3.662221,2370.16
-7.324442,2370.17
-9.063997,2370.18
-9.338664,2370.19
-4.119999,2370.2
1.098666,2370.21
4.028443,2370.22
1.556444,2370.23
-0.1831111,2370.24
0.1831111,2370.25
-0.4577776,2370.26
0.7324442,2370.27
-0.4577776,2370.28
0.5493332,2370.29
2.838221,2370.3
4.852443,2370.31
4.577776,2370.32
2.380444,2370.33
2.288888,2370.34
3.112888,2370.35
3.295999,2370.36
0.1831111,2370.37
-2.105777,2370.38
-3.570666,2370.39
-4.943998,2370.4
-5.859554,2370.41
-3.47911,2370.42
-4.577776,2370.43
-6.134221,2370.44
-1.648,2370.45
-2.105777,2370.46
-3.112888,2370.47
-3.570666,2370.48
-5.035554,2370.49
-0.7324442,2370.5
3.112888,2370.51
5.12711,2370.52
9.887997,2370.53
9.796441,2370.54
8.056887,2370.55
2.65511,2370.56
-5.310221,2370.57
-7.599109,2370.58
-5.12711,2370.59
1.281777,2370.6
4.119999,2370.61
7.049776,2370.62
7.232887,2370.63
2.838221,2370.64
-0,2370.65
-4.028443,2370.66
-7.507553,2370.67
-12.54311,2370.68
-11.71911,2370.69
-7.78222,2370.7
-6.683554,2370.71
-2.197333,2370.72
-1.098666,2370.73
-2.380444,2370.74
-4.119999,2370.75
-7.965331,2370.76
-11.81066,2370.77
-16.11377,2370.78
-13.27555,2370.79
-7.415998,2370.8
-4.394665,2370.81
-2.65511,2370.82
-0.8239998,2370.83
1.739555,2370.84
-2.471999,2370.85
-8.78933,2370.86
-13.91644,2370.87
-10.52889,2370.88
1.007111,2370.89
8.880886,2370.9
13.91644,2370.91
16.29688,2370.92
20.50844,2370.93
22.24799,2370.94
19.50133,2370.95
12.90933,2370.96
7.599109,2370.97
10.62044,2370.98
16.57155,2370.99
22.15644,2371
21.33244,2371.01
19.13511,2371.02
22.79733,2371.03
22.4311,2371.04
20.96622,2371.05
20.41688,2371.06
14.55733,2371.07
11.81066,2371.08
11.71911,2371.09
11.81066,2371.1
11.44444,2371.11
9.063997,2371.12
5.218665,2371.13
2.471999,2371.14
3.662221,2371.15
5.310221,2371.16
7.324442,2371.17
9.521775,2371.18
11.44444,2371.19
6.775109,2371.2
-4.486221,2371.21
-11.07822,2371.22
-10.80355,2371.23
-12.45155,2371.24
-9.155553,2371.25
-3.936888,2371.26
-1.648,2371.27
2.014222,2371.28
0.3662221,2371.29
0.8239998,2371.3
1.648,2371.31
-0.09155553,2371.32
-2.197333,2371.33
-3.112888,2371.34
-1.464888,2371.35
-2.838221,2371.36
-3.936888,2371.37
-8.239998,2371.38
-10.62044,2371.39
-6.95822,2371.4
-10.43733,2371.41
-15.10666,2371.42
-10.80355,2371.43
-1.464888,2371.44
3.021333,2371.45
5.676443,2371.46
6.134221,2371.47
8.972442,2371.48
14.74044,2371.49
11.536,2371.5
9.979552,2371.51
10.80355,2371.52
9.338664,2371.53
9.704886,2371.54
13.45866,2371.55
20.78311,2371.56
18.58577,2371.57
14.28266,2371.58
14.008,2371.59
7.049776,2371.6
0.4577776,2371.61
-4.028443,2371.62
-4.486221,2371.63
-8.056887,2371.64
-15.28977,2371.65
-13.09244,2371.66
-14.008,2371.67
-13.82488,2371.68
-8.606219,2371.69
-4.577776,2371.7
2.014222,2371.71
5.035554,2371.72
5.767998,2371.73
6.591998,2371.74
9.247108,2371.75
17.304,2371.76
23.98755,2371.77
22.88888,2371.78
13.73333,2371.79
5.493332,2371.8
3.47911,2371.81
0.8239998,2371.82
-4.30311,2371.83
-10.62044,2371.84
-13.55022,2371.85
-11.44444,2371.86
-5.12711,2371.87
2.563555,2371.88
6.500443,2371.89
2.014222,2371.9
-6.134221,2371.91
-8.239998,2371.92
-8.239998,2371.93
-5.218665,2371.94
-1.648,2371.95
-2.105777,2371.96
-3.936888,2371.97
-4.486221,2371.98
-1.098666,2371.99
1.831111,2372
0.8239998,2372.01
0.4577776,2372.02
-1.556444,2372.03
-4.028443,2372.04
-1.190222,2372.05
-0.4577776,2372.06
-1.922666,2372.07
-0.4577776,2372.08
2.014222,2372.09
5.401776,2372.1
9.796441,2372.11
13.00089,2372.12
14.74044,2372.13
11.62755,2372.14
4.119999,2372.15
1.464888,2372.16
1.922666,2372.17
4.119999,2372.18
11.62755,2372.19
16.57155,2372.2
14.64888,2372.21
16.93777,2372.22
26.00177,2372.23
26.73421,2372.24
15.28977,2372.25
4.577776,2372.26
-2.471999,2372.27
-9.613331,2372.28
-11.16977,2372.29
-4.028443,2372.3
1.831111,2372.31
4.486221,2372.32
10.07111,2372.33
13.184,2372.34
6.95822,2372.35
2.471999,2372.36
2.197333,2372.37
-3.387555,2372.38
-4.760888,2372.39
-5.310221,2372.4
-9.247108,2372.41
-10.89511,2372.42
-13.73333,2372.43
-16.38844,2372.44
-22.33955,2372.45
-24.99466,2372.46
-17.94488,2372.47
-7.049776,2372.48
-1.464888,2372.49
-3.387555,2372.5
-5.767998,2372.51
-8.331553,2372.52
-11.44444,2372.53
-13.27555,2372.54
-12.08533,2372.55
-8.423109,2372.56
-5.12711,2372.57
-3.753777,2372.58
-4.028443,2372.59
-3.295999,2372.6
0.6408887,2372.61
0.8239998,2372.62
-4.119999,2372.63
-12.90933,2372.64
-18.95199,2372.65
-19.59288,2372.66
-22.61422,2372.67
-19.9591,2372.68
-15.93066,2372.69
-15.10666,2372.7
-13.09244,2372.71
-12.90933,2372.72
-16.38844,2372.73
-18.76888,2372.74
-23.89599,2372.75
-27.3751,2372.76
-24.44533,2372.77
-17.12088,2372.78
-1.007111,2372.79
5.584887,2372.8
3.204443,2372.81
0.8239998,2372.82
-1.739555,2372.83
-1.373333,2372.84
-6.683554,2372.85
-11.16977,2372.86
-11.62755,2372.87
-11.90222,2372.88
-5.12711,2372.89
2.746666,2372.9
9.613331,2372.91
15.19822,2372.92
15.83911,2372.93
14.19111,2372.94
8.880886,2372.95
5.859554,2372.96
2.563555,2372.97
-7.690664,2372.98
-17.304,2372.99
-24.0791,2373
-21.97333,2373.01
-13.45866,2373.02
-5.951109,2373.03
0.9155553,2373.04
1.098666,2373.05
-0.2746666,2373.06
-2.380444,2373.07
-5.401776,2373.08
-4.852443,2373.09
-4.486221,2373.1
-3.47911,2373.11
-4.30311,2373.12
-6.95822,2373.13
-10.07111,2373.14
-9.613331,2373.15
-4.119999,2373.16
3.204443,2373.17
10.712,2373.18
16.29688,2373.19
12.81777,2373.2
4.394665,2373.21
0.09155553,2373.22
-10.16266,2373.23
